strains,species,species_color,strains2,diversity2,color2
Pseudomonas_aeruginosa_isolate_165_5284,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_165_5284,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_1671_10335,aeruginosa,#D7261C,Pseudomonas_aeruginosa_1671_10335,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_S1983_10332,aeruginosa,#D7261C,Pseudomonas_aeruginosa_S1983_10332,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PABL046_9588,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PABL046_9588,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_1653_10338,aeruginosa,#D7261C,Pseudomonas_aeruginosa_1653_10338,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_HUM-250_9850,aeruginosa,#D7261C,Pseudomonas_aeruginosa_HUM-250_9850,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA206_12059,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA206_12059,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AZPAE15017_2244,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AZPAE15017_2244,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_VET-123_9848,aeruginosa,#D7261C,Pseudomonas_aeruginosa_VET-123_9848,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_LRJ16_5429,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_LRJ16_5429,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_423_5267,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_423_5267,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_134_5590,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_134_5590,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AZPAE14395_2361,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AZPAE14395_2361,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC13717_5931,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC13717_5931,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_MCF922_10574,aeruginosa,#D7261C,Pseudomonas_aeruginosa_MCF922_10574,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_nmrcch-6-2018_5871,aeruginosa,#D7261C,Pseudomonas_aeruginosa_nmrcch-6-2018_5871,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_VET-63_9779,aeruginosa,#D7261C,Pseudomonas_aeruginosa_VET-63_9779,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA-CL516_10972,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA-CL516_10972,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_KCJ3K42_12007,aeruginosa,#D7261C,Pseudomonas_aeruginosa_KCJ3K42_12007,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_59_5686,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_59_5686,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_1689_10334,aeruginosa,#D7261C,Pseudomonas_aeruginosa_1689_10334,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_366_5593,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_366_5593,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_TNCF_176_5207,aeruginosa,#D7261C,Pseudomonas_aeruginosa_TNCF_176_5207,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_MH27_664,aeruginosa,#D7261C,Pseudomonas_aeruginosa_MH27_664,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_HUM-238_9803,aeruginosa,#D7261C,Pseudomonas_aeruginosa_HUM-238_9803,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AZPAE14838_2547,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AZPAE14838_2547,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA-CL515_10973,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA-CL515_10973,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AU14820_3979,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AU14820_3979,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_205BR_9982,aeruginosa,#D7261C,Pseudomonas_aeruginosa_205BR_9982,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_HIAE_PA07_6400,aeruginosa,#D7261C,Pseudomonas_aeruginosa_HIAE_PA07_6400,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_TSB_Bead_DWL_Pool_1_3234,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_TSB_Bead_DWL_Pool_1_3234,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_KF702_3207,aeruginosa,#D7261C,Pseudomonas_aeruginosa_KF702_3207,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AZPAE14817_2326,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AZPAE14817_2326,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_WH-SGI-V-07647_3909,aeruginosa,#D7261C,Pseudomonas_aeruginosa_WH-SGI-V-07647_3909,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_env109b_7167,aeruginosa,#D7261C,Pseudomonas_aeruginosa_env109b_7167,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_SMC5451_10529,aeruginosa,#D7261C,Pseudomonas_aeruginosa_SMC5451_10529,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_6096_10931,aeruginosa,#D7261C,Pseudomonas_aeruginosa_6096_10931,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AUS222_10672,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AUS222_10672,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_5998_10918,aeruginosa,#D7261C,Pseudomonas_aeruginosa_5998_10918,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC8506_6143,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC8506_6143,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_HIAE_PA14_6071,aeruginosa,#D7261C,Pseudomonas_aeruginosa_HIAE_PA14_6071,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC13921_6847,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC13921_6847,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AU7032_3965,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AU7032_3965,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_KCRI-379A_isolate_RDK06_379A_5812,aeruginosa,#D7261C,Pseudomonas_aeruginosa_KCRI-379A_isolate_RDK06_379A_5812,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_PSA-11_12129,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_PSA-11_12129,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0064_5691,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0064_5691,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_MRSN_20176_2622,aeruginosa,#D7261C,Pseudomonas_aeruginosa_MRSN_20176_2622,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA-W9_10328,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA-W9_10328,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA-W44_9963,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA-W44_9963,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_T3044_10633,aeruginosa,#D7261C,Pseudomonas_aeruginosa_T3044_10633,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA010_580,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA010_580,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL08_554,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL08_554,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AUS526_10615,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AUS526_10615,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC11448_6684,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC11448_6684,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWH051_2073,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWH051_2073,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_W25637_6866,aeruginosa,#D7261C,Pseudomonas_aeruginosa_W25637_6866,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_M55212_6119,aeruginosa,#D7261C,Pseudomonas_aeruginosa_M55212_6119,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL04_558,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL04_558,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWH049_2075,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWH049_2075,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CF127_602,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CF127_602,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA039_2040,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA039_2040,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA024_566,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA024_566,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA011_579,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA011_579,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA023_567,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA023_567,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC12448_6954,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC12448_6954,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWH053_2071,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWH053_2071,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_X13273_590,aeruginosa,#D7261C,Pseudomonas_aeruginosa_X13273_590,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BTP038_3108,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BTP038_3108,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWH058_2066,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWH058_2066,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL03_559,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL03_559,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_NCTC11449_5804,aeruginosa,#D7261C,Pseudomonas_aeruginosa_NCTC11449_5804,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_L6-1_3622,aeruginosa,#D7261C,Pseudomonas_aeruginosa_L6-1_3622,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_C2159M_isolate_C2159M_9510,aeruginosa,#D7261C,Pseudomonas_aeruginosa_C2159M_isolate_C2159M_9510,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FDAARGOS_340_6463,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FDAARGOS_340_6463,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_FRD1_2621,aeruginosa,#D7261C,Pseudomonas_aeruginosa_FRD1_2621,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_1334_14_10731,aeruginosa,#D7261C,Pseudomonas_aeruginosa_1334_14_10731,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_H47921_3637,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_H47921_3637,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_Ocean-1170_6005,aeruginosa,#D7261C,Pseudomonas_aeruginosa_Ocean-1170_6005,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR_0095_6299,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR_0095_6299,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CF5_599,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CF5_599,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_19660_593,aeruginosa,#D7261C,Pseudomonas_aeruginosa_19660_593,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BTP031_3107,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BTP031_3107,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWH054_2070,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWH054_2070,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_E2_285,aeruginosa,#D7261C,Pseudomonas_aeruginosa_E2_285,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CF614_523,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CF614_523,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CF27_600,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CF27_600,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA019_571,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA019_571,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA015_575,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA015_575,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL10_552,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL10_552,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA12117_4952,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA12117_4952,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_X9820_6393,aeruginosa,#D7261C,Pseudomonas_aeruginosa_X9820_6393,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_F34365_6529,aeruginosa,#D7261C,Pseudomonas_aeruginosa_F34365_6529,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_M74707_6548,aeruginosa,#D7261C,Pseudomonas_aeruginosa_M74707_6548,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_S54485_596,aeruginosa,#D7261C,Pseudomonas_aeruginosa_S54485_596,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_isolate_blood_11325,aeruginosa,#D7261C,Pseudomonas_aeruginosa_isolate_blood_11325,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PA77_7182,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PA77_7182,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA018_572,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA018_572,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL07_555,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL07_555,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BTP037_3106,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BTP037_3106,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_AR444_6466,aeruginosa,#D7261C,Pseudomonas_aeruginosa_AR444_6466,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA014_576,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA014_576,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA025_565,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA025_565,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_6077_592,aeruginosa,#D7261C,Pseudomonas_aeruginosa_6077_592,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PS75_2063,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PS75_2063,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_CF18_601,aeruginosa,#D7261C,Pseudomonas_aeruginosa_CF18_601,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_MSH-10_516,aeruginosa,#D7261C,Pseudomonas_aeruginosa_MSH-10_516,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWH055_2069,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWH055_2069,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_MSH10_603,aeruginosa,#D7261C,Pseudomonas_aeruginosa_MSH10_603,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL21_541,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL21_541,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA006_584,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA006_584,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_JJ692_595,aeruginosa,#D7261C,Pseudomonas_aeruginosa_JJ692_595,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_PS50_2029,aeruginosa,#D7261C,Pseudomonas_aeruginosa_PS50_2029,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BL17_545,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BL17_545,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA040_2039,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA040_2039,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_BWHPSA013_577,aeruginosa,#D7261C,Pseudomonas_aeruginosa_BWHPSA013_577,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_C23_530,aeruginosa,#D7261C,Pseudomonas_aeruginosa_C23_530,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_C20_531,aeruginosa,#D7261C,Pseudomonas_aeruginosa_C20_531,1.54879976589477,#CECFE5
Pseudomonas_aeruginosa_RM1_6781,aeruginosa,#D7261C,Pseudomonas_aeruginosa_RM1_6781,1.54879976589477,#CECFE5
Pseudomonas_japonica_DSM_22348_6839,japonica,#7E7E80,Pseudomonas_japonica_DSM_22348_6839,4.82356809995235,#460D83
Pseudomonas_putida_CSV86_265,putida,#3E763E,Pseudomonas_putida_CSV86_265,4.82356809995235,#460D83
Pseudomonas_putida_GM4FR_5285,putida,#3E763E,Pseudomonas_putida_GM4FR_5285,4.82356809995235,#460D83
Pseudomonas_sp_MYb187_6217,sp,#174590,Pseudomonas_sp_MYb187_6217,4.82356809995235,#460D83
Pseudomonas_vranovensis_DSM_16006_465,vranovensis,#7E7E80,Pseudomonas_vranovensis_DSM_16006_465,4.82356809995235,#460D83
Pseudomonas_sp_BBP2017_6291,sp,#174590,Pseudomonas_sp_BBP2017_6291,4.82356809995235,#460D83
Pseudomonas_alkylphenolica_xwS2_11543,alkylphenolica,#7E7E80,Pseudomonas_alkylphenolica_xwS2_11543,4.82356809995235,#460D83
Pseudomonas_sp_H9_7518,sp,#174590,Pseudomonas_sp_H9_7518,4.82356809995235,#460D83
Pseudomonas_sp_UC_17F4_7150,sp,#174590,Pseudomonas_sp_UC_17F4_7150,4.82356809995235,#460D83
Pseudomonas_putida_PA14H7_3014,putida,#3E763E,Pseudomonas_putida_PA14H7_3014,4.82356809995235,#460D83
Pseudomonas_sp_R32_12283,sp,#174590,Pseudomonas_sp_R32_12283,4.82356809995235,#460D83
Pseudomonas_sp_SNU_WT1_7571,sp,#174590,Pseudomonas_sp_SNU_WT1_7571,4.82356809995235,#460D83
Pseudomonas_alkylphenolica_Neo_12272,alkylphenolica,#7E7E80,Pseudomonas_alkylphenolica_Neo_12272,3.02698683335929,#8785BE
Pseudomonas_sp_DG56-2_isolate_DG56-2_11542,sp,#174590,Pseudomonas_sp_DG56-2_isolate_DG56-2_11542,3.02698683335929,#8785BE
Pseudomonas_sp_2_2015_3034,sp,#174590,Pseudomonas_sp_2_2015_3034,4.82356809995235,#460D83
Pseudomonas_vranovensis_15D11_9445,vranovensis,#7E7E80,Pseudomonas_vranovensis_15D11_9445,4.82356809995235,#460D83
Pseudomonas_sp_Irchel_3F5_isolate_Pseudomonas_sp_Irchel_3F5_6604,sp,#174590,Pseudomonas_sp_Irchel_3F5_isolate_Pseudomonas_sp_Irchel_3F5_6604,4.82356809995235,#460D83
Pseudomonas_wadenswilerensis_CCOS_864_7101,wadenswilerensis,#7E7E80,Pseudomonas_wadenswilerensis_CCOS_864_7101,4.82356809995235,#460D83
Pseudomonas_sp_JV241A_isolate_JV241A_11545,sp,#174590,Pseudomonas_sp_JV241A_isolate_JV241A_11545,4.82356809995235,#460D83
Pseudomonas_sp_HYS_269,sp,#174590,Pseudomonas_sp_HYS_269,4.82356809995235,#460D83
Pseudomonas_donghuensis_SVBP6_5836,donghuensis,#7E7E80,Pseudomonas_donghuensis_SVBP6_5836,4.82356809995235,#460D83
Pseudomonas_sp_P482_2465,sp,#174590,Pseudomonas_sp_P482_2465,4.82356809995235,#460D83
Pseudomonas_cremoricolorata_DSM_17059_466,cremoricolorata,#7E7E80,Pseudomonas_cremoricolorata_DSM_17059_466,4.82356809995235,#460D83
Pseudomonas_monteilii_DE0591_11638,monteilii,#7E7E80,Pseudomonas_monteilii_DE0591_11638,0.91829583405449,#E6E5F1
Pseudomonas_monteilii_USDA-ARS-USMARC-56711_3870,monteilii,#7E7E80,Pseudomonas_monteilii_USDA-ARS-USMARC-56711_3870,0.91829583405449,#E6E5F1
Pseudomonas_fluorescens_isolate_PS631_11768,fluorescens,#70BCC9,Pseudomonas_fluorescens_isolate_PS631_11768,4.82356809995235,#460D83
Pseudomonas_putida_KT-27_5803,putida,#3E763E,Pseudomonas_putida_KT-27_5803,4.82356809995235,#460D83
Pseudomonas_sp_02C_26_6605,sp,#174590,Pseudomonas_sp_02C_26_6605,4.82356809995235,#460D83
Pseudomonas_sp_CCOS_191_3041,sp,#174590,Pseudomonas_sp_CCOS_191_3041,2.91397707318275,#8C8AC0
Pseudomonas_sp_PONIH3_6249,sp,#174590,Pseudomonas_sp_PONIH3_6249,NaN,#000000
Pseudomonas_mosselii_LB-090624_7258,mosselii,#7E7E80,Pseudomonas_mosselii_LB-090624_7258,4.82356809995235,#460D83
Pseudomonas_sp_DrBHI1_5802,sp,#174590,Pseudomonas_sp_DrBHI1_5802,4.82356809995235,#460D83
Pseudomonas_sp_NBRC_111143_3761,sp,#174590,Pseudomonas_sp_NBRC_111143_3761,4.82356809995235,#460D83
Pseudomonas_putida_PSP2_4063,putida,#3E763E,Pseudomonas_putida_PSP2_4063,4.82356809995235,#460D83
Pseudomonas_putida_PSP4_4064,putida,#3E763E,Pseudomonas_putida_PSP4_4064,4.82356809995235,#460D83
Pseudomonas_putida_PC2_4057,putida,#3E763E,Pseudomonas_putida_PC2_4057,4.82356809995235,#460D83
Pseudomonas_putida_NX-1_7316,putida,#3E763E,Pseudomonas_putida_NX-1_7316,4.82356809995235,#460D83
Pseudomonas_putida_FDAARGOS_516_11528,putida,#3E763E,Pseudomonas_putida_FDAARGOS_516_11528,NaN,#000000
Pseudomonas_parafulva_JBCS1880_7373,parafulva,#7E7E80,Pseudomonas_parafulva_JBCS1880_7373,1.58496250072116,#CCCDE4
Pseudomonas_parafulva_CRS01-1_3001,parafulva,#7E7E80,Pseudomonas_parafulva_CRS01-1_3001,1.58496250072116,#CCCDE4
Pseudomonas_putida_DZ-C18_6395,putida,#3E763E,Pseudomonas_putida_DZ-C18_6395,4.82356809995235,#460D83
Pseudomonas_putida_IEC33019_6180,putida,#3E763E,Pseudomonas_putida_IEC33019_6180,4.82356809995235,#460D83
Pseudomonas_monteilii_GTC_10899_5717,monteilii,#7E7E80,Pseudomonas_monteilii_GTC_10899_5717,4.82356809995235,#460D83
Pseudomonas_putida_II-2_11530,putida,#3E763E,Pseudomonas_putida_II-2_11530,4.82356809995235,#460D83
Pseudomonas_sp_SWI6_6832,sp,#174590,Pseudomonas_sp_SWI6_6832,1.58496250072116,#CCCDE4
Pseudomonas_sp_VLB120_656,sp,#174590,Pseudomonas_sp_VLB120_656,1.58496250072116,#CCCDE4
Pseudomonas_mosselii_BS011_6013,mosselii,#7E7E80,Pseudomonas_mosselii_BS011_6013,NaN,#000000
Pseudomonas_sp_SWI44_6721,sp,#174590,Pseudomonas_sp_SWI44_6721,NaN,#000000
Pseudomonas_sp_R11_2017_6382,sp,#174590,Pseudomonas_sp_R11_2017_6382,4.82356809995235,#460D83
Pseudomonas_sp_NBRC_111123_3894,sp,#174590,Pseudomonas_sp_NBRC_111123_3894,4.82356809995235,#460D83
Pseudomonas_sp_CC120222-01b_7189,sp,#174590,Pseudomonas_sp_CC120222-01b_7189,4.82356809995235,#460D83
Pseudomonas_sp_NBRC_111130_3755,sp,#174590,Pseudomonas_sp_NBRC_111130_3755,4.82356809995235,#460D83
Pseudomonas_sp_H2_3049,sp,#174590,Pseudomonas_sp_H2_3049,4.82356809995235,#460D83
Pseudomonas_sp_Irchel_s3f19_isolate_Pseudomonas_sp_Irchel_s_6012,sp,#174590,Pseudomonas_sp_Irchel_s3f19_isolate_Pseudomonas_sp_Irchel_s_6012,4.82356809995235,#460D83
Pseudomonas_sp_WCS358_2469,sp,#174590,Pseudomonas_sp_WCS358_2469,4.82356809995235,#460D83
Pseudomonas_parafulva_NBRC_16636__DSM_17004_463,parafulva,#7E7E80,Pseudomonas_parafulva_NBRC_16636__DSM_17004_463,4.82356809995235,#460D83
Pseudomonas_sp_DE0039_12174,sp,#174590,Pseudomonas_sp_DE0039_12174,4.82356809995235,#460D83
Pseudomonas_parafulva_NS212_3696,parafulva,#7E7E80,Pseudomonas_parafulva_NS212_3696,4.82356809995235,#460D83
Pseudomonas_sp_DE0010_12292,sp,#174590,Pseudomonas_sp_DE0010_12292,4.82356809995235,#460D83
Pseudomonas_fulva_PF_122_9375,fulva,#7E7E80,Pseudomonas_fulva_PF_122_9375,4.82356809995235,#460D83
Pseudomonas_sp_LP_8_YM_7388,sp,#174590,Pseudomonas_sp_LP_8_YM_7388,4.82356809995235,#460D83
Pseudomonas_parafulva_YAB-1_3100,parafulva,#7E7E80,Pseudomonas_parafulva_YAB-1_3100,4.82356809995235,#460D83
Pseudomonas_fulva_SB1_9374,fulva,#7E7E80,Pseudomonas_fulva_SB1_9374,4.82356809995235,#460D83
Pseudomonas_sp_URMO17WK12_I11_isolate_Yellow_3778,sp,#174590,Pseudomonas_sp_URMO17WK12_I11_isolate_Yellow_3778,4.82356809995235,#460D83
Pseudomonas_sp_SWI7_7400,sp,#174590,Pseudomonas_sp_SWI7_7400,4.82356809995235,#460D83
Pseudomonas_fulva_FDAARGOS_167_6697,fulva,#7E7E80,Pseudomonas_fulva_FDAARGOS_167_6697,4.82356809995235,#460D83
Pseudomonas_parafulva_PRS09-11288_4997,parafulva,#7E7E80,Pseudomonas_parafulva_PRS09-11288_4997,4.82356809995235,#460D83
Pseudomonas_sp_SGAir0191_9395,sp,#174590,Pseudomonas_sp_SGAir0191_9395,4.82356809995235,#460D83
Pseudomonas_sp_B18_2017_7154,sp,#174590,Pseudomonas_sp_B18_2017_7154,4.82356809995235,#460D83
Pseudomonas_sp_B8_2017_6157,sp,#174590,Pseudomonas_sp_B8_2017_6157,4.82356809995235,#460D83
Pseudomonas_sp_B12_2017_5855,sp,#174590,Pseudomonas_sp_B12_2017_5855,4.82356809995235,#460D83
Pseudomonas_sp_p21_p21_4109,sp,#174590,Pseudomonas_sp_p21_p21_4109,4.82356809995235,#460D83
Pseudomonas_sp_SID14000_7338,sp,#174590,Pseudomonas_sp_SID14000_7338,4.82356809995235,#460D83
Pseudomonas_sp_ABFPK_ABFPK_4090,sp,#174590,Pseudomonas_sp_ABFPK_ABFPK_4090,4.82356809995235,#460D83
Pseudomonas_plecoglossicida_DJ-1_5949,plecoglossicida,#7E7E80,Pseudomonas_plecoglossicida_DJ-1_5949,4.82356809995235,#460D83
Pseudomonas_putida_12917_11526,putida,#3E763E,Pseudomonas_putida_12917_11526,4.82356809995235,#460D83
